property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
flat,bestech park view residency,sector 2,0.56,8629.0,649.0,Carpet area: 651 (60.48 sq.m.),1,1,2,6.0,South,Moderately Old,,,651.0,0,0,0,0,0,1,77
flat,emaar imperial gardens,sector 102,2.05,9875.0,2076.0,Carpet area: 2025 (188.13 sq.m.),3,4,3+,14.0,South,Relatively New,,,2025.0,0,0,0,1,0,0,116
flat,sunischit apartments,sector 54,1.75,7955.0,2200.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3+,5.0,East,Moderately Old,2200.0,1900.0,1700.0,0,0,0,1,0,0,83
flat,raheja vedaanta,sector 108,0.7,4651.0,1505.0,Built Up area: 1505 (139.82 sq.m.),2,2,2,12.0,South,Undefined,,1505.0,,0,0,0,0,0,1,0
flat,ss,sector 85,2.09,7432.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,8.0,South-East,Relatively New,2812.0,2600.0,2400.0,0,0,1,1,1,1,49
flat,signature global solera,sector 107,0.36,6581.0,547.0,Carpet area: 547 (50.82 sq.m.),2,2,2,8.0,South-East,Relatively New,,,547.0,0,0,0,0,0,1,45
house,independent,sector 26,6.0,33378.0,1797.5712999999998,Plot area 200(167.23 sq.m.),8,5,3+,3.0,not available,Old Property,,1800.0,,0,0,0,0,0,0,9
house,independent,sector 31,3.69,23642.0,1560.7655,Plot area 173(144.65 sq.m.),4,4,2,2.0,East,Moderately Old,,1557.0,,0,0,1,1,1,0,75
flat,orchid petals,sector 49,2.35,11559.0,2033.0,Super Built up area 2033(188.87 sq.m.)Built Up area: 2030 sq.ft. (188.59 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,3,3,15.0,West,Relatively New,2033.0,2030.0,1750.0,1,0,0,0,0,1,49
house,dlf city plots,sector 26,16.0,35561.0,4499.3102,Plot area 500(418.06 sq.m.),4,4,3,1.0,not available,Relatively New,,4500.0,,0,1,1,0,1,0,7
house,independent,sector 82,7.5,23149.0,3239.9339,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,Relatively New,,3240.0,,0,0,1,1,0,0,135
flat,vatika gurgaon,sector 83,1.4,6629.0,2112.0,Super Built up area 1735(161.19 sq.m.),3,3,2,7.0,not available,Relatively New,1735.0,,,0,0,0,0,0,0,74
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11696.0,1368.0,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,not available,Moderately Old,,1368.0,,0,0,0,0,0,0,0
house,independent,sector 25,13.0,45748.0,2841.6695999999997,Plot area 316(264.22 sq.m.),6,8,3+,,not available,Relatively New,,2844.0,,0,1,1,1,1,2,0
flat,bestech park view aindependentda,sector 81,0.95,10626.0,894.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,2.0,North-East,Relatively New,1360.0,,894.0,0,0,0,0,0,0,104
flat,denso haryana housing society,manesar,0.9,4308.0,2089.0,Carpet area: 2089 (194.07 sq.m.),3,3,3+,5.0,East,Moderately Old,,,2089.0,0,0,0,1,0,1,7
house,not applicable,sector 4,0.8,6088.0,1314.0,Plot area 146(13.56 sq.m.),5,4,3,3.0,not available,Under Construction,,1314.0,,0,0,0,0,0,1,0
flat,gls arawali homes,sohna road,0.35,6076.0,576.0,Super Built up area 576(53.51 sq.m.),2,2,2,12.0,not available,New Property,576.0,,,0,0,0,0,0,0,42
flat,bestech park view residency,sector 2,0.98,6960.0,1408.0,Super Built up area 1415(131.46 sq.m.),2,2,3,0.0,East,Moderately Old,1415.0,,,0,0,0,0,0,1,85
flat,mm skywalk,sector 74,1.55,11923.0,1300.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),2,2,3+,18.0,South,Relatively New,1406.0,1300.0,1124.0,1,0,0,0,0,0,137
flat,eldeco accolade,sohna road,0.95,6177.0,1538.0,Super Built up area 1457(135.36 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,8.0,South,Under Construction,1457.0,1050.0,849.0,1,0,0,0,1,1,72
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,3.0,East,Relatively New,,,1650.0,0,0,0,1,1,0,124
flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,0,0.0,North,Relatively New,,,1975.0,0,1,0,0,0,1,50
flat,mapsko royale ville,sector 82,1.22,6100.0,2000.0,Super Built up area 2300(213.68 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,5,3+,10.0,South-West,Relatively New,2300.0,2000.0,1700.0,0,0,1,1,0,0,76
flat,ireo victory valley,sector 67,4.55,14537.0,3130.0,Super Built up area 3130(290.79 sq.m.),4,4,3+,19.0,South,Relatively New,3130.0,,,0,0,0,1,0,0,156
flat,signature global solera,sector 107,0.35,6399.0,547.0,Carpet area: 547 (50.82 sq.m.),2,2,2,8.0,South,Relatively New,,,547.0,0,0,0,0,0,1,45
flat,mm heights,sector 65,2.0,13957.0,1433.0,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,32.0,not available,Undefined,,1433.0,1000.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.36,8619.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,12.0,West,Relatively New,1578.0,,,0,0,1,0,0,0,49
flat,ss the leaf,sector 85,1.2,7317.0,1640.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,14.0,East,Relatively New,1640.0,,1148.0,0,1,0,0,0,1,141
flat,tulip violet,sector 69,1.32,8413.0,1569.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,South-West,Relatively New,1568.0,,,0,0,1,0,0,0,86
flat,dlf new town heights,sector 90,1.88,6894.0,2727.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2726 sq.ft. (253.25 sq.m.)Carpet area: 2725 sq.ft. (253.16 sq.m.),4,4,3+,20.0,South,Relatively New,2727.0,2726.0,2725.0,0,0,1,1,0,0,145
flat,dlf regal gardens,sector 90,1.8,7223.0,2492.0,Super Built up area 2215(205.78 sq.m.),4,4,3+,7.0,South-West,Moderately Old,2215.0,,,0,0,0,0,0,1,38
flat,orris aster court premier,sector 85,1.38,6509.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3,4,2,6.0,North-East,Relatively New,2120.0,1616.0,,0,0,0,1,0,1,76
flat,tulip orange,sector 70,1.0,10309.0,970.0,Carpet area: 970 (90.12 sq.m.),3,2,2,3.0,not available,Moderately Old,,,970.0,0,0,0,0,0,1,58
flat,supertech hues,sector 68,0.8,6780.0,1180.0,Built Up area: 1180 (109.63 sq.m.),2,2,3+,14.0,not available,New Property,,1180.0,,0,0,0,0,0,0,26
flat,dlf regency park,sector 28,2.25,13235.0,1700.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,2,16.0,West,Old Property,1777.0,1700.0,1550.0,0,0,0,1,0,0,89
flat,dlf the ultima,sector 81,3.25,11805.0,2753.0,Super Built up area 2753(255.76 sq.m.),4,4,3+,11.0,North-West,Moderately Old,2753.0,,,0,0,0,1,0,0,28
flat,breez global heights,sohna road,0.4,6421.0,623.0,Super Built up area 623(57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2,2,1,4.0,North-East,New Property,623.0,,599.0,0,0,0,0,0,0,49
flat,ss the leaf,sector 85,2.15,7646.0,2812.0,Super Built up area 2812(261.24 sq.m.),4,5,3+,1.0,South,Relatively New,2812.0,,,0,0,0,1,0,0,165
flat,sidhartha ncr greens,sector 95,0.96,6202.0,1548.0,Carpet area: 1548 (143.81 sq.m.),3,3,3,8.0,not available,New Property,,,1548.0,0,1,1,0,0,0,8
flat,supertech hues,sector 68,0.93,8611.0,1080.0,Carpet area: 1080 (100.34 sq.m.),2,2,2,11.0,not available,Undefined,,,1080.0,0,0,0,0,0,1,0
flat,adarsh nagar,sector 12,0.65,6190.0,1050.0,Carpet area: 1050 (97.55 sq.m.),3,3,1,1.0,North-West,New Property,,,1050.0,0,0,0,0,0,0,42
flat,hsiidc sidco aravali,manesar,0.86,3323.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3,3,3+,3.0,South,Moderately Old,2588.0,1900.0,1877.0,0,0,0,1,0,0,81
flat,dlf new town heights,sector 91,1.75,7403.0,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,9.0,South,Relatively New,2364.0,,,0,0,1,1,0,0,88
house,ansal florence super,sector 57,3.75,23072.0,1625.3489,Plot area 180(150.5 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),3,4,3,2.0,not available,Moderately Old,,,300.0,0,1,0,1,1,0,38
flat,sare crescent parc,sector 92,0.65,4597.0,1414.0,Carpet area: 1414 (131.36 sq.m.),3,3,3,3.0,not available,Moderately Old,,,1414.0,0,0,0,0,0,0,44
house,independent,sector 12,1.0,2667.0,3750.0,Plot area 135(12.54 sq.m.)Built Up area: 3750 sq.ft. (348.39 sq.m.),9,7,3+,3.0,North,Moderately Old,,3750.0,,0,1,1,0,0,0,7
flat,signature global solera,sector 107,0.27,5521.0,489.0,Carpet area: 489 (45.43 sq.m.),2,2,2,0.0,North-East,Relatively New,,,489.0,0,0,0,0,0,0,45
flat,emaar the palm drive,sector 66,3.9,17727.0,2200.0,Built Up area: 2200 (204.39 sq.m.),3,4,3,2.0,not available,Relatively New,,2200.0,,0,0,0,0,0,1,0
flat,ss the leaf,sector 85,2.7,7754.0,3482.0,Super Built up area 3482(323.49 sq.m.),4,4,3+,23.0,not available,New Property,3482.0,,,0,0,0,0,0,1,21
flat,dlf park place,sector 54,4.86,25920.0,1875.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,7.0,West,Relatively New,1875.0,,,0,0,0,1,0,0,49
flat,emaar palm gardens,sector 83,1.8,9474.0,1900.0,Super Built up area 1900(176.52 sq.m.),3,3,3+,9.0,South,Relatively New,1900.0,,,0,0,0,0,0,1,55
house,bptp visionnaire,sector 70a,4.6,17659.0,2604.8638,Plot area 290(242.48 sq.m.),4,4,3+,3.0,North,Moderately Old,,2610.0,,0,1,1,1,1,1,96
flat,signature global park,sohna road,0.79,7308.0,1081.0,Super Built up area 1081(100.43 sq.m.),3,2,3+,4.0,not available,Under Construction,1081.0,,,0,0,0,0,0,0,109
flat,indiabulls enigma,sector 110,4.49,11572.0,3880.0,Super Built up area 3880(360.46 sq.m.),5,5,3+,4.0,North-East,Relatively New,3880.0,,,0,0,0,1,0,1,165
flat,godrej,sector 79,2.0,8475.0,2360.0,Super Built up area 2366(219.81 sq.m.)Built Up area: 1963 sq.ft. (182.37 sq.m.)Carpet area: 1629 sq.ft. (151.34 sq.m.),3,4,3+,9.0,East,Relatively New,2366.0,1963.0,1629.0,0,0,0,1,0,0,108
house,independent,sector 105,0.35,7069.0,495.13939999999997,Carpet area: 500 (46.45 sq.m.),2,2,1,2.0,East,Undefined,,,500.0,0,0,0,0,0,0,0
flat,la vida by tata housing,sector 113,1.5,11755.0,1276.0,Carpet area: 1276 (118.54 sq.m.),2,2,2,13.0,not available,New Property,,,1276.0,0,0,0,0,0,1,71
flat,ild grand centra,sector 37c,0.95,5220.0,1820.0,Built Up area: 1820 (169.08 sq.m.),3,1,0,0.0,not available,Undefined,,1820.0,,0,0,0,0,0,0,0
house,independent,sector 6,1.25,11613.0,1076.3899999999999,Plot area 120(100.34 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),5,5,1,2.0,South,New Property,,120.0,,0,0,1,0,0,1,0
flat,puri diplomatic greens,sector 111,3.65,12373.0,2950.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,17.0,West,Moderately Old,2950.0,,,0,0,0,1,0,0,132
flat,emaar mgf the palm drive,sector 66,3.2,17778.0,1800.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,12.0,South-West,Relatively New,2200.0,,1800.0,0,1,1,1,1,0,117
flat,emaar mgf palm studios,sector 66,1.45,14796.0,980.0,Super Built up area 1188(110.37 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2,2,3,3.0,East,Relatively New,1188.0,,980.0,0,0,0,0,0,1,92
house,independent,sector 7,0.89,2073.0,4293.0,Plot area 477(44.31 sq.m.),5,3,2,2.0,East,Old Property,,4293.0,,0,0,0,0,0,1,8
flat,dlf new town heights,sector 90,2.0,7334.0,2727.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,20.0,East,Moderately Old,2727.0,,,1,0,0,1,0,1,49
flat,ats tourmaline,sector 109,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3,3,3+,5.0,East,Relatively New,1750.0,1466.0,,0,0,0,0,0,0,44
flat,bestech park view residency,sector 2,0.95,6714.0,1415.0,Super Built up area 1415(131.46 sq.m.),2,2,3,1.0,North-East,Moderately Old,1415.0,,,0,0,0,0,0,0,82
house,sushant lok builder floors,sector 43,1.65,30658.0,538.1949999999999,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 500 sq.yards (418.06 sq.m.),4,4,3+,4.0,West,Moderately Old,,540.0,500.0,1,0,0,0,0,2,49
flat,dlf the ultima,sector 81,2.4,11257.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,10.0,North-West,Relatively New,2132.0,1800.0,1400.0,0,0,0,1,0,2,174
flat,tata gurgaon gateway,sector 113,2.45,10788.0,2271.0,Super Built up area 2225(206.71 sq.m.),3,3,3,8.0,North,Relatively New,2225.0,,,0,0,0,0,0,1,110
flat,tulip violet,sector 69,1.4,8855.0,1581.0,Super Built up area 1578(146.6 sq.m.),3,3,2,9.0,West,Relatively New,1578.0,,,0,0,1,0,0,1,120
flat,dlf new town heights,sector 90,1.42,4865.0,2919.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,8.0,East,Moderately Old,2364.0,,,0,1,0,1,0,0,31
flat,paras dews,sector 106,1.4,9121.0,1535.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,6,3+,10.0,North-West,Relatively New,2355.0,1535.0,1403.0,0,0,0,1,0,0,174
flat,umang monsoon breeze,sector 78,1.05,5666.0,1853.0,Built Up area: 1853 (172.15 sq.m.)Carpet area: 1390 sq.ft. (129.14 sq.m.),3,3,3,6.0,North,Moderately Old,,1853.0,1390.0,0,0,0,0,0,1,0
house,cloudnine cottages,sohna road,5.5,6111.0,9000.0,Plot area 1000(92.9 sq.m.),3,3,0,1.0,not available,Moderately Old,,9000.0,,0,0,0,0,0,1,0
house,international city by sobha phase,sector 109,9.5,26425.0,3595.1425999999997,Plot area 400(334.45 sq.m.),7,6,3,3.0,West,Relatively New,,3600.0,,0,0,1,1,1,0,138
flat,signature global park,sohna road,0.91,6289.0,1447.0,Carpet area: 1439 (133.69 sq.m.),3,3,3,1.0,West,Relatively New,,,1439.0,0,0,1,0,0,1,165
flat,the close north,sector 50,2.35,11358.0,2069.0,Super Built up area 2069(192.22 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,8.0,North-West,Moderately Old,2069.0,1900.0,1800.0,0,0,0,0,0,0,49
flat,mapsko paradise,sector 83,0.95,6300.0,1508.0,Carpet area: 1340 (124.49 sq.m.),3,3,3,1.0,not available,Moderately Old,,,1340.0,0,0,0,0,0,0,0
flat,orchid petals,sector 49,1.9,10526.0,1805.0,Super Built up area 1805(167.69 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,2.0,South,Old Property,1805.0,1600.0,1400.0,1,0,0,0,0,0,49
flat,emaar mgf emerald estate,sector 65,1.73,12401.0,1395.0,Super Built up area 1395(129.6 sq.m.),3,3,3,9.0,North-West,Relatively New,1395.0,,,0,0,0,1,0,2,159
flat,mapsko mount ville,sector 79,1.2,8054.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 1163.91 sq.ft. (108.13 sq.m.),3,3,3,9.0,South,Relatively New,1490.0,,1163.91,0,0,0,0,1,0,104
flat,dlf the arbour,sector 63,7.9,20000.0,3950.0,Built Up area: 3950 (366.97 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,34.0,not available,Undefined,,3950.0,2900.0,0,0,0,0,0,1,61
flat,ss the leaf,sector 85,1.18,6941.0,1700.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,9.0,North-East,Relatively New,1741.0,1700.0,1100.0,0,0,0,0,1,0,150
flat,emaar gurgaon greens,sector 102,1.4,13685.0,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,East,Relatively New,1650.0,,1022.58,0,0,0,1,0,0,67
flat,unitech fresco,sector 50,1.14,8533.0,1336.0,Super Built up area 1336(124.12 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,2,19.0,East,Moderately Old,1336.0,1330.0,1100.0,1,0,0,0,0,0,174
flat,signature global solera,sector 107,0.52,8062.0,645.0,Carpet area: 645 (59.92 sq.m.),3,2,2,5.0,East,Relatively New,,,645.0,1,0,0,0,0,1,15
flat,mm woodshire,sector 107,0.82,6003.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,7.0,North-East,Relatively New,1366.0,,,0,0,0,0,0,1,111
flat,bestech park view residency,sector 2,1.51,7869.0,1919.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,7.0,South-West,Moderately Old,1920.0,,,0,0,0,1,0,0,84
flat,prime habitat,sector 99a,0.27,5433.0,497.0,Carpet area: 497 (46.17 sq.m.),2,2,1,4.0,North-East,New Property,,,497.0,0,0,0,0,0,1,7
house,ansal sushant lok plots,sector 43,7.0,25909.0,2701.7389,Plot area 300(250.84 sq.m.),5,5,3+,3.0,North-East,Relatively New,,2700.0,,0,0,1,1,1,0,41
flat,godrej summit,sector 104,1.1,8668.0,1269.0,Super Built up area 1269(117.89 sq.m.),2,2,3,16.0,East,Under Construction,1269.0,,,1,0,0,0,0,0,88
flat,bestech park view city,sector 48,4.25,9335.0,4553.0,Super Built up area 4553(422.99 sq.m.),4,5,3+,14.0,not available,Moderately Old,4553.0,,,0,0,0,0,1,0,81
flat,signature global park,sohna road,0.65,7295.0,891.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 520 sq.ft. (48.31 sq.m.),2,2,3,1.0,not available,New Property,,822.0,520.0,0,0,0,0,0,0,58
flat,mm golfestate,sector 65,5.9,17544.0,3363.0,Super Built up area 3363(312.43 sq.m.),3,3,3,9.0,not available,Moderately Old,3363.0,,,0,0,0,0,1,2,21
flat,sobha city,sector 108,3.95,16859.0,2343.0,Built Up area: 2343 (217.67 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,5,3,25.0,not available,Undefined,,2343.0,2300.0,0,0,0,0,0,1,59
flat,supertech araville,sector 79,0.8,6178.0,1295.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,9.0,not available,New Property,1295.0,,,1,0,0,0,0,1,24
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3+,3.0,not available,Relatively New,,,1650.0,0,0,0,1,1,0,38
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,1852.0,Super Built up area 1852(172.06 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,15.0,North-East,New Property,1852.0,1700.0,1450.0,0,0,1,0,0,1,174
flat,the close north,sector 50,2.51,11992.0,2093.0,Super Built up area 2093(194.45 sq.m.),3,3,3,11.0,North-East,Moderately Old,2093.0,,,0,1,1,0,0,0,109
flat,bptp park generations,sector 37d,1.5,9868.0,1520.0,Super Built up area 1520(141.21 sq.m.),3,2,3+,17.0,North-East,Relatively New,1520.0,,,0,0,0,0,0,1,42
flat,dlf the ultima,sector 81,2.26,10762.0,2100.0,Super Built up area 2100(195.1 sq.m.),3,4,3+,17.0,West,New Property,2100.0,,,0,0,0,1,0,2,174
flat,spaze privy at,sector 84,1.2,7453.0,1610.0,Super Built up area 1610(149.57 sq.m.),2,2,3,3.0,not available,Relatively New,1610.0,,,0,0,0,0,1,0,133
flat,raheja maheshwara,sohna road,0.48,4368.0,1099.0,Super Built up area 1099(102.1 sq.m.),2,2,2,11.0,not available,Undefined,1099.0,,,0,0,0,0,0,0,45
flat,smart world gems,sector 89,1.13,8503.0,1329.0,Carpet area: 1326 (123.19 sq.m.),3,3,2,4.0,not available,Undefined,,,1326.0,0,0,0,0,1,0,115
flat,mapsko mount ville,sector 79,1.25,8389.0,1490.0,Carpet area: 1490 (138.43 sq.m.),3,3,3+,16.0,North,Relatively New,,,1490.0,0,0,0,0,0,0,49
flat,central park resort belgravia residences,sector 48,6.25,24300.0,2572.0,Carpet area: 2880 (267.56 sq.m.),3,5,3+,5.0,South-East,Moderately Old,,,2880.0,0,0,0,1,0,0,49
flat,sare crescent parc,sector 92,0.49,4910.0,998.0,Carpet area: 998 (92.72 sq.m.),2,2,2,2.0,not available,Relatively New,,,998.0,0,0,0,0,0,0,96
flat,mm soulitude,sector 89,1.25,8784.0,1423.0,Super Built up area 1423(132.2 sq.m.),3,3,3,3.0,East,New Property,1423.0,,,1,0,0,0,1,0,0
flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,3150.0,Carpet area: 350 (292.64 sq.m.),4,4,3+,3.0,North,New Property,,,350.0,0,0,0,0,0,0,96
flat,signature global rosellia,sector 95,0.45,8755.0,514.0,Carpet area: 514 (47.75 sq.m.),2,2,2,14.0,not available,New Property,,,514.0,0,0,0,0,0,0,24
house,independent,sector 91,3.6,14799.0,2432.6414,Plot area 270(225.75 sq.m.),4,4,3,2.0,North-East,New Property,,2430.0,,0,0,0,0,0,0,49
house,international city by sobha phase,sector 109,5.65,10456.0,5403.4778,Plot area 600(501.68 sq.m.),4,4,3+,2.0,North-East,New Property,,5400.0,,1,0,0,1,0,0,44
flat,conscient heritage max,sector 102,2.5,11633.0,2149.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,25.0,North-East,New Property,2149.0,,,0,0,0,1,1,0,56
flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,500.0,Carpet area: 500 (46.45 sq.m.),1,1,1,1.0,not available,Moderately Old,,,500.0,1,0,0,0,0,1,0
house,the laburnum,sector 43,11.0,27179.0,4047.2264,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5,6,3+,3.0,East,New Property,,360.0,350.0,0,0,1,1,0,0,160
flat,emaar mgf emerald floors premier,sector 65,2.24,13576.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,2.0,North-West,Relatively New,,,1650.0,0,0,0,1,1,0,46
flat,imperia the esfera,sector 37c,0.99,5455.0,1815.0,Super Built up area 1815(168.62 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1270 sq.ft. (117.99 sq.m.),3,5,3+,5.0,North-West,Relatively New,1815.0,1400.0,1270.0,0,0,0,1,0,0,49
flat,tulip violet,sector 69,1.31,8518.0,1538.0,Super Built up area 1538(142.88 sq.m.),3,3,2,12.0,East,Relatively New,1538.0,,,0,0,1,0,0,0,174
house,independent,sector 109,1.55,6575.0,2357.2941,Built Up area: 2360 (219.25 sq.m.),3,2,0,1.0,not available,Undefined,,2360.0,,0,0,0,0,0,1,0
flat,bestech park view grand spa,sector 81,2.2,8271.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3,4,3+,8.0,East,Relatively New,2660.0,,2300.0,0,0,0,1,0,0,165
house,signature global city,sector 92,0.75,7829.0,957.9870999999999,Built Up area: 959 (89.09 sq.m.),2,2,3,1.0,not available,Undefined,,959.0,,0,0,0,0,0,1,59
flat,smart world orchard,sector 61,1.65,13750.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,1.0,not available,Under Construction,,,1200.0,0,0,0,0,1,1,16
flat,ss the leaf,sector 85,1.1,6875.0,1600.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,10.0,West,Relatively New,1640.0,1600.0,1150.0,0,0,1,0,0,0,150
flat,mapsko royale ville,sector 82,1.12,8000.0,1400.0,Super Built up area 1790(166.3 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,4,2,6.0,North-West,Relatively New,1790.0,1500.0,1400.0,0,0,1,1,0,0,174
flat,paras dews,sector 106,1.15,6053.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,5.0,North-West,Relatively New,1900.0,1305.0,1173.0,0,0,0,1,1,1,49
house,bptp visionnaire,sector 70a,4.02,7309.0,5500.3529,Built Up area: 5500 (510.97 sq.m.),4,4,3+,3.0,North-East,Relatively New,,5500.0,,0,1,1,1,1,0,138
house,unitech nirvana birch court,sector 50,6.8,31430.0,2163.5439,Plot area 240(200.67 sq.m.),4,4,3+,2.0,South-East,Old Property,,2160.0,,0,0,1,1,1,1,105
flat,ats tourmaline,sector 109,1.75,8140.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,2.0,North,Relatively New,2150.0,,,1,0,0,1,0,0,65
flat,dlf the skycourt,sector 86,1.58,8191.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,1,16.0,North,Relatively New,1929.0,1750.0,1450.0,0,0,1,0,0,0,152
flat,ats kocoon,sector 109,1.7,10968.0,1550.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,22.0,East,Relatively New,1745.0,1550.0,1320.0,0,0,0,0,0,1,103
flat,emaar mgf emerald floors premier,sector 65,3.0,15190.0,1975.0,Super Built up area 1975(183.48 sq.m.),4,4,3+,2.0,South-East,Relatively New,1975.0,,,0,0,0,1,0,0,87
